City=ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
44,Vaini,TO,2022-05-06 02:57:15,-21.2,-175.2,78.96,83,75,11.5
45,Acapulco,MX,2022-05-06 02:53:52,16.8634,-99.8901,78.85,71,100,5.14
46,Destin,US,2022-05-06 02:58:16,30.3935,-86.4958,78.96,80,75,8.05
47,Port Blair,IN,2022-05-06 02:52:24,11.6667,92.75,78.84,100,75,5.75
48,Thompson,CA,2022-05-06 02:58:16,55.7435,-97.8558,41.16,75,100,5.75
49,Mar Del Plata,AR,2022-05-06 02:57:39,-38.0023,-57.5575,57.87,77,0,8.05
50,Taoudenni,ML,2022-05-06 02:58:17,22.6783,-3.9836,85.48,11,37,9.19
51,Hermanus,ZA,2022-05-06 02:58:17,-34.4187,19.2345,58.41,89,54,7.52
52,Mahbubabad,IN,2022-05-06 02:58:18,17.6167,80.0167,91.08,50,32,8.34
53,Ushuaia,AR,2022-05-06 02:55:10,-54.8,-68.3,37.06,93,100,35.68
54,Kirakira,SB,2022-05-06 02:52:36,-10.4544,161.9205,84.18,77,54,6.8
55,Port Alfred,ZA,2022-05-06 02:58:22,-33.5906,26.891,67.26,52,0,10.02
56,Dingle,PH,2022-05-06 02:58:22,10.9995,122.6711,89.46,58,99,10.92
57,Ponta Do Sol,PT,2022-05-06 02:58:23,32.6667,-17.1,64.71,71,100,4.16
58,Punta Arenas,CL,2022-05-06 02:58:23,-53.15,-70.9167,39.31,81,40,25.32
59,Port Lincoln,AU,2022-05-06 02:58:24,-34.7333,135.8667,60.73,47,70,10.51
60,Saldanha,ZA,2022-05-06 02:58:24,-33.0117,17.9442,53.65,90,77,1.59
61,Torbay,CA,2022-05-06 02:58:25,47.6666,-52.7314,42.76,96,100,10.36
62,Male,MV,2022-05-06 02:58:25,4.1748,73.5089,84.15,84,75,14.97
63,Henties Bay,NA,2022-05-06 02:58:26,-22.116,14.2845,63.16,71,0,4.41
64,Tuktoyaktuk,CA,2022-05-06 02:58:26,69.4541,-133.0374,26.6,100,100,17.27
65,Puerto Escondido,MX,2022-05-06 02:53:46,15.85,-97.0667,80.98,66,6,3.38
66,Lahij,YE,2022-05-06 02:58:27,13.1667,44.5833,78.04,45,3,1.23
67,Fortuna,US,2022-05-06 02:58:28,40.5982,-124.1573,60.66,85,100,13.8
68,Norman Wells,CA,2022-05-06 02:58:28,65.282,-126.8329,37.44,70,75,10.36
69,Mwinilunga,ZM,2022-05-06 02:58:29,-11.7358,24.4293,56.59,92,100,3.76
70,Lufkin,US,2022-05-06 02:58:29,31.3382,-94.7291,66.83,95,75,5.75
71,Bredasdorp,ZA,2022-05-06 02:58:30,-34.5322,20.0403,56.59,93,18,5.28
72,East London,ZA,2022-05-06 02:58:30,-33.0153,27.9116,69.71,38,0,5.77
73,Vardo,NO,2022-05-06 02:58:31,70.3705,31.1107,35.4,97,100,14.67
74,Ribeira Grande,PT,2022-05-06 02:58:31,38.5167,-28.7,63.3,88,100,29.8
75,Karratha,AU,2022-05-06 02:58:32,-20.7377,116.8463,83.12,31,0,21.7
76,Emerald,AU,2022-05-06 02:58:32,-23.5333,148.1667,75.34,69,100,10.36
77,Tasiilaq,GL,2022-05-06 02:58:33,65.6145,-37.6368,10.47,70,9,6.76
78,Esperance,AU,2022-05-06 02:58:33,-33.8667,121.9,62.44,52,14,8.08
79,Worksop,GB,2022-05-06 02:58:34,53.3018,-1.124,53.31,85,87,5.19
80,Chapais,CA,2022-05-06 02:58:34,49.7834,-74.8492,28.18,86,32,5.59
81,Pisco,PE,2022-05-06 02:55:11,-13.7,-76.2167,64.02,88,0,14.97
82,Walvis Bay,NA,2022-05-06 02:58:35,-22.9575,14.5053,54.55,94,0,1.14
83,Harper,LR,2022-05-06 02:58:35,4.375,-7.7169,80.08,85,43,3.76
84,Auki,SB,2022-05-06 02:58:36,-8.7676,160.7034,86.16,63,78,3.56
85,Mustasaari,FI,2022-05-06 02:58:36,63.1142,21.6822,38.89,100,0,2.3
86,Kapaa,US,2022-05-06 02:58:37,22.0752,-159.319,82.38,82,33,5.99
87,Saint-Benoit,RE,2022-05-06 02:58:37,-21.038,55.7194,77.11,84,60,15.3
88,Terbuny,RU,2022-05-06 02:58:38,52.1389,38.2789,37.9,63,20,4.9
89,Tateyama,JP,2022-05-06 02:58:38,34.9833,139.8667,66.63,72,100,8.21
90,Den Helder,NL,2022-05-06 02:55:15,52.9599,4.7593,47.97,99,100,7.0
91,Bow Island,CA,2022-05-06 02:59:39,49.8668,-111.3684,73.15,48,100,13.8
92,Moussoro,TD,2022-05-06 02:59:39,13.6408,16.4901,88.54,31,99,7.96
93,Athabasca,CA,2022-05-06 02:55:59,54.7169,-113.2854,66.61,78,100,13.09
94,Husavik,IS,2022-05-06 02:59:40,66.0449,-17.3389,31.84,90,100,23.71
95,Rikitea,PF,2022-05-06 02:59:29,-23.1203,-134.9692,78.01,85,66,16.15
96,Dudinka,RU,2022-05-06 02:59:41,69.4058,86.1778,13.62,88,92,17.18
97,Svarstad,NO,2022-05-06 02:59:41,59.399,9.9698,41.36,31,11,3.53
98,Saposoa,PE,2022-05-06 02:59:21,-6.934,-76.7716,69.46,99,79,2.17
99,Rio Grande,BR,2022-05-06 02:57:06,-32.035,-52.0986,48.94,73,40,2.71
100,Houma,US,2022-05-06 02:54:46,29.5958,-90.7195,79.0,83,75,7.0
101,Chuy,UY,2022-05-06 02:59:42,-33.6971,-53.4616,54.18,85,38,4.7
102,Northam,GB,2022-05-06 02:59:43,51.0333,-4.2167,51.62,87,64,5.61
103,Mayo,US,2022-05-06 02:59:43,38.8876,-76.5119,62.13,89,40,1.01
104,Anina,RO,2022-05-06 02:58:18,45.0794,21.8569,56.35,86,74,6.46
105,Narsaq,GL,2022-05-06 02:59:44,60.9167,-46.05,33.44,96,100,12.33
106,Provideniya,RU,2022-05-06 02:59:45,64.3833,-173.3,30.36,80,20,2.24
107,Kjollefjord,NO,2022-05-06 02:59:45,70.9457,27.3465,39.25,81,0,13.8
108,Linqiong,CN,2022-05-06 02:59:46,30.4159,103.4609,76.82,46,99,3.0
109,Puerto Madryn,AR,2022-05-06 02:54:56,-42.7692,-65.0385,60.28,56,67,11.03
110,Asfi,MA,2022-05-06 02:55:12,32.2994,-9.2372,63.01,77,0,14.18
111,Pusad,IN,2022-05-06 02:59:46,19.9,77.5833,97.63,19,1,18.32
112,Talnakh,RU,2022-05-06 02:59:47,69.4865,88.3972,13.21,87,99,14.23
113,Iqaluit,CA,2022-05-06 02:59:47,63.7506,-68.5145,13.73,79,20,12.66
114,Yulara,AU,2022-05-06 02:59:43,-25.2406,130.9889,58.84,36,100,14.97
115,Cherskiy,RU,2022-05-06 02:59:48,68.75,161.3,35.08,100,100,8.43
116,Maragogi,BR,2022-05-06 02:59:48,-9.0122,-35.2225,77.61,82,100,8.21
117,Bengkulu,ID,2022-05-06 02:59:49,-3.8004,102.2655,84.79,65,82,1.52
118,Wuan,CN,2022-05-06 02:59:49,31.6836,112.0044,82.24,50,0,4.47
119,Albany,US,2022-05-06 02:58:51,42.6001,-73.9662,54.86,71,100,4.21
120,Cabo San Lucas,MX,2022-05-06 02:59:38,22.8909,-109.9124,74.52,66,0,9.31
121,Gagra,GE,2022-05-06 02:59:50,43.3283,40.2239,49.14,88,94,6.6
122,Halifax,CA,2022-05-06 02:59:40,44.6453,-63.5724,42.69,85,44,1.99
123,Whitehorse,CA,2022-05-06 02:54:56,60.7161,-135.0538,48.97,31,75,10.36
124,Stornoway,GB,2022-05-06 02:59:51,58.2093,-6.3865,53.56,94,100,11.5
125,Puerto Del Rosario,ES,2022-05-06 02:52:31,28.5004,-13.8627,64.15,72,0,8.05
126,Araouane,ML,2022-05-06 02:59:52,18.9048,-3.5265,87.44,22,100,7.72
127,Lotofaga,WS,2022-05-06 02:59:52,-13.9764,-171.8578,87.58,73,28,6.67
128,Ancud,CL,2022-05-06 02:59:36,-41.8697,-73.8203,53.49,88,95,7.49
129,Bilma,NE,2022-05-06 02:59:53,18.6853,12.9164,87.19,14,2,7.67
130,Upernavik,GL,2022-05-06 02:59:43,72.7868,-56.1549,1.71,92,62,4.85
131,Luderitz,NA,2022-05-06 02:59:48,-26.6481,15.1594,58.21,85,0,10.13
132,Lebu,CL,2022-05-06 02:59:54,-37.6167,-73.65,51.49,85,0,3.53
133,Port Hardy,CA,2022-05-06 02:54:55,50.6996,-127.4199,48.38,76,75,6.91
134,Buala,SB,2022-05-06 02:59:54,-8.145,159.5921,85.96,67,100,7.74
135,Santa Maria,BR,2022-05-06 02:59:55,-29.6842,-53.8069,52.9,100,20,2.3
136,Mehamn,NO,2022-05-06 02:59:55,71.0357,27.8492,37.35,81,0,13.8
137,Nhulunbuy,AU,2022-05-06 02:55:18,-12.2333,136.7667,88.41,62,40,20.71
138,Inca,ES,2022-05-06 03:00:56,39.7211,2.9109,59.0,71,74,5.75
139,Komsomolskiy,UZ,2022-05-06 03:00:56,40.4272,71.7189,68.72,64,100,4.61
140,Geraldton,AU,2022-05-06 03:00:57,-28.7667,114.6,72.01,28,0,19.57
141,San Marcos,US,2022-05-06 03:00:57,33.1434,-117.1661,70.45,81,6,1.99
142,Yellowknife,CA,2022-05-06 03:00:18,62.456,-114.3525,45.23,70,93,4.52
143,Tuatapere,NZ,2022-05-06 03:00:58,-46.1333,167.6833,64.15,66,99,2.46
144,Garachine,PA,2022-05-06 03:00:59,8.0647,-78.3628,76.87,92,100,15.01
145,Kavaratti,IN,2022-05-06 03:00:59,10.5669,72.642,84.83,71,100,12.44
146,Viet Tri,VN,2022-05-06 03:00:59,21.3019,105.4308,80.55,52,85,3.62
147,Saskylakh,RU,2022-05-06 03:01:00,71.9167,114.0833,28.35,90,100,12.53
148,North Bend,US,2022-05-06 03:00:16,43.4065,-124.2243,56.91,100,100,1.99
149,Kaeo,NZ,2022-05-06 03:01:01,-35.1,173.7833,69.33,66,1,9.31
150,Carnarvon,AU,2022-05-06 02:59:42,-24.8667,113.6333,80.67,28,0,13.8
151,Bathsheba,BB,2022-05-06 03:01:02,13.2167,-59.5167,78.22,81,66,17.45
152,San Carlos,VE,2022-05-06 02:59:08,9.6612,-68.5827,78.15,75,100,1.41
153,Tiksi,RU,2022-05-06 03:01:02,71.6872,128.8694,21.56,83,11,7.49
154,Santa Rosa De Viterbo,BR,2022-05-06 03:01:03,-21.4728,-47.3631,51.84,86,0,2.13
155,Guadalajara,MX,2022-05-06 03:00:20,20.6667,-103.3333,79.99,31,43,4.0
156,Cap-Aux-Meules,CA,2022-05-06 03:01:03,47.3821,-61.8597,37.62,80,56,17.85
157,Arraial Do Cabo,BR,2022-05-06 02:59:34,-22.9661,-42.0278,73.99,81,0,23.02
158,Yinchuan,CN,2022-05-06 03:01:04,38.4681,106.2731,67.15,23,60,12.77
159,Mahebourg,MU,2022-05-06 02:59:45,-20.4081,57.7,75.49,88,40,18.41
160,Grindavik,IS,2022-05-06 03:01:05,63.8424,-22.4338,36.07,80,40,13.8
161,Suntar,RU,2022-05-06 03:01:05,62.1444,117.6319,39.25,87,100,7.78
162,Valparaiso,CL,2022-05-06 03:01:02,-33.0393,-71.6273,57.47,84,1,10.33
163,Pimentel,PE,2022-05-06 03:01:06,-6.8367,-79.9342,65.41,87,100,10.98
164,Dongsheng,CN,2022-05-06 03:00:30,39.8161,109.9776,54.52,24,100,23.89
165,Ono,JP,2022-05-06 02:59:33,34.85,134.9333,72.88,41,87,9.04
166,Itarema,BR,2022-05-06 03:01:07,-2.9248,-39.9167,74.84,92,52,9.75
167,Georgetown,MY,2022-05-06 02:54:52,5.4112,100.3354,87.73,78,20,5.01
168,Honningsvag,NO,2022-05-06 03:01:08,70.9821,25.9704,38.95,75,100,13.8
169,Zlobin,HR,2022-05-06 03:01:08,45.2924,14.6541,48.16,92,75,2.3
170,Chokurdakh,RU,2022-05-06 03:01:09,70.6333,147.9167,28.29,89,100,10.47
171,Qaanaaq,GL,2022-05-06 02:59:33,77.484,-69.3632,11.44,75,25,7.54
172,Cascais,PT,2022-05-06 03:01:10,38.6979,-9.4215,58.93,70,0,5.99
173,Ambovombe,MG,2022-05-06 03:01:10,-25.1667,46.0833,67.98,87,2,5.75
174,Brigantine,US,2022-05-06 03:01:11,39.4101,-74.3646,54.05,90,100,6.78
175,Carinhanha,BR,2022-05-06 03:01:11,-14.3047,-43.765,77.52,52,44,5.26
176,Mangit,UZ,2022-05-06 03:01:12,40.5971,70.9607,73.62,50,100,1.05
177,Domoni,KM,2022-05-06 03:01:12,-12.2569,44.5319,80.13,76,38,14.36
178,Qui Nhon,VN,2022-05-06 03:01:13,13.7667,109.2333,82.33,77,97,6.73
179,Calvinia,ZA,2022-05-06 03:01:13,-31.4707,19.776,57.61,43,0,4.72
180,Poya,NC,2022-05-06 03:02:14,-21.35,165.15,81.45,61,2,8.61
181,Sarai,RU,2022-05-06 03:02:14,53.7458,41.0213,37.9,64,47,4.09
182,Kahului,US,2022-05-06 03:02:15,20.8947,-156.47,75.97,95,100,7.0
183,Guerrero Negro,MX,2022-05-06 03:02:15,27.9769,-114.0611,60.51,89,15,15.55
184,Papillion,US,2022-05-06 03:02:16,41.1544,-96.0422,56.41,92,100,4.0
185,Polewali,ID,2022-05-06 03:02:16,-3.4324,119.3435,87.42,66,57,4.5
186,Maningrida,AU,2022-05-06 03:02:17,-12.0667,134.2667,90.52,48,21,13.02
187,Kalakamati,BW,2022-05-06 03:02:17,-20.5929,27.3121,55.99,66,0,6.29
188,Namibe,AO,2022-05-06 03:01:27,-15.1961,12.1522,77.4,50,0,1.19
189,Saint-Augustin,CA,2022-05-06 03:02:18,51.226,-58.6502,35.55,76,56,6.53
190,Arroyo,ES,2022-05-06 03:02:19,41.6096,-4.7969,46.44,83,0,9.22
191,Ostrovnoy,RU,2022-05-06 03:02:19,68.0531,39.5131,28.08,90,76,20.85
192,Merritt Island,US,2022-05-06 03:02:20,28.5392,-80.672,79.05,79,0,9.22
193,Adre,TD,2022-05-06 03:02:20,13.4667,22.2,81.28,19,100,8.5
194,Sigmaringen,DE,2022-05-06 03:02:21,48.0833,9.2167,50.27,98,100,5.32
195,Palauig,PH,2022-05-06 03:02:21,15.435,119.9045,87.55,60,27,6.4
196,Bethel,US,2022-05-06 03:02:22,41.3712,-73.414,58.33,59,100,0.85
197,Lata,PT,2022-05-06 03:02:22,40.1629,-8.3327,55.08,83,1,2.86
198,Duluth,US,2022-05-06 03:01:46,46.7833,-92.1066,46.45,75,75,8.05
199,Murgab,TM,2022-05-06 03:02:23,37.4966,61.9714,76.5,43,9,12.46
200,Lodwar,KE,2022-05-06 02:58:53,3.1191,35.5973,80.8,59,9,7.63
201,Upata,VE,2022-05-06 03:02:23,8.0086,-62.3989,74.19,91,89,5.48
202,Vestmannaeyjar,IS,2022-05-06 03:02:24,63.4427,-20.2734,39.99,71,44,25.84
203,Pevek,RU,2022-05-06 03:02:24,69.7008,170.3133,29.62,88,95,4.99
204,Saint-Pierre,RE,2022-05-06 03:02:25,-21.3393,55.4781,76.68,78,15,27.63
205,Kawalu,ID,2022-05-06 03:02:25,-7.3817,108.2082,84.76,67,38,3.91
206,Severo-Kurilsk,RU,2022-05-06 03:02:14,50.6789,156.125,37.63,81,79,4.56
207,Magistralnyy,RU,2022-05-06 03:02:26,56.1725,107.4458,48.67,35,62,7.38
208,La Romana,DO,2022-05-06 03:02:27,18.4273,-68.9728,74.25,89,74,10.45
209,Codrington,AU,2022-05-06 03:02:27,-38.2667,141.9667,52.43,80,100,7.9
210,Sao Joao Da Barra,BR,2022-05-06 03:02:28,-21.6403,-41.0511,71.42,84,5,11.56
211,Yonago,JP,2022-05-06 03:02:28,35.4333,133.3333,73.58,46,52,6.33
212,Podor,MR,2022-05-06 03:02:29,16.6527,-14.9587,81.19,22,0,13.58
213,Havelock,US,2022-05-06 02:59:05,34.8791,-76.9013,67.98,89,100,7.0
214,Virginia Beach,US,2022-05-06 03:02:29,36.8529,-75.978,61.03,88,98,1.01
215,Korgen,NO,2022-05-06 03:02:30,66.0771,13.8153,39.18,99,100,7.85
216,San Quintin,MX,2022-05-06 03:02:30,30.4833,-115.95,61.23,88,5,11.72
217,San Patricio,US,2022-05-06 03:02:31,28.017,-97.5169,81.9,83,44,6.64
218,Pangody,RU,2022-05-06 03:02:31,65.85,74.4859,19.33,86,96,6.06
219,Puerto Ayora,EC,2022-05-06 03:01:34,-0.7393,-90.3518,73.18,93,100,5.79
220,Abaete,BR,2022-05-06 03:02:32,-19.16,-45.4458,62.44,81,9,3.65
221,Constitucion,CL,2022-05-06 03:02:33,-35.3333,-72.4167,55.08,89,0,6.46
222,Zacatepec,MX,2022-05-06 03:02:33,18.65,-99.2,88.65,20,19,1.34
223,Ilulissat,GL,2022-05-06 03:02:34,69.2167,-51.1,14.02,62,2,0.0
224,Necochea,AR,2022-05-06 02:53:53,-38.5473,-58.7368,55.89,68,90,11.63
225,Altay,CN,2022-05-06 03:00:59,47.8667,88.1167,62.56,51,100,4.83
226,Khorramshahr,IR,2022-05-06 03:03:34,30.4397,48.1664,78.75,26,4,8.12
227,Sume,BR,2022-05-06 03:03:35,-7.6717,-36.88,67.5,96,92,5.46
228,Nshamba,TZ,2022-05-06 03:03:36,-1.7983,31.5511,61.38,91,72,4.88
229,Bambous Virieux,MU,2022-05-06 03:03:36,-20.3428,57.7575,75.45,88,40,18.41
230,Mount Darwin,ZW,2022-05-06 03:03:37,-16.7725,31.5838,56.95,94,7,1.99
231,Nome,US,2022-05-06 03:03:37,64.5011,-165.4064,40.15,74,19,7.87
232,Veraval,IN,2022-05-06 03:03:38,20.9,70.3667,83.43,65,0,10.0
233,Stephenville,US,2022-05-06 03:00:14,32.2207,-98.2023,67.15,63,0,0.0
234,Frumusica,RO,2022-05-06 03:03:38,47.5333,26.9,49.55,67,26,5.68
235,Gat,IL,2022-05-06 03:03:39,31.61,34.7642,63.28,100,73,10.76
236,Port-Cartier,CA,2022-05-06 03:02:49,50.0334,-66.8654,33.44,84,100,9.66
237,Bardiyah,LY,2022-05-06 03:03:39,31.7561,25.0865,59.29,78,3,3.11
238,Chandler,US,2022-05-06 03:00:00,33.3062,-111.8412,89.6,11,0,1.01
239,Nanortalik,GL,2022-05-06 03:03:40,60.1432,-45.2371,34.27,95,100,14.65
240,Ellisras,ZA,2022-05-06 03:03:40,-23.6649,27.7443,59.14,64,0,3.69
241,Hualmay,PE,2022-05-06 03:03:41,-11.0964,-77.6139,64.4,88,27,9.08
242,Christchurch,NZ,2022-05-06 03:02:17,-43.5333,172.6333,72.41,68,0,3.0
243,Maudaha,IN,2022-05-06 03:03:41,25.6833,80.1167,95.77,22,2,4.43
244,Isangel,VU,2022-05-06 03:03:42,-19.55,169.2667,80.31,71,10,13.42
245,Puerto Cabello,VE,2022-05-06 03:03:42,10.4731,-68.0125,79.11,90,100,10.51
246,Kumluca,TR,2022-05-06 03:03:43,36.3703,30.2869,59.47,46,0,7.96
247,Sinnamary,GF,2022-05-06 03:01:17,5.3833,-52.95,77.9,89,100,8.59
248,Butaritari,KI,2022-05-06 02:59:34,3.0707,172.7902,81.64,71,42,17.81
249,Chiang Kham,TH,2022-05-06 03:03:44,19.5233,100.3,85.21,59,10,2.3
250,Kiruna,SE,2022-05-06 03:03:44,67.8557,20.2251,32.92,69,96,13.8
251,Makokou,GA,2022-05-06 03:03:45,0.5738,12.8642,70.25,98,100,2.1
252,Lavrentiya,RU,2022-05-06 03:03:45,65.5833,-171.0,26.67,78,16,1.23
253,Iwaki,JP,2022-05-06 03:03:46,37.05,140.8833,72.01,69,98,5.99
254,Staphorst,NL,2022-05-06 03:03:47,52.645,6.2111,50.97,90,76,2.89
255,Maradi,NE,2022-05-06 03:03:47,13.5,7.1017,83.12,49,77,7.58
256,Luganville,VU,2022-05-06 03:03:48,-15.5333,167.1667,83.17,75,36,7.72
257,Yangambi,CD,2022-05-06 03:03:48,0.8102,24.4336,69.01,99,79,0.96
258,Renqiu,CN,2022-05-06 03:03:49,38.6989,116.0936,69.3,41,89,24.25
259,Taganak,PH,2022-05-06 03:03:49,6.0833,118.3,82.44,79,91,6.87
260,Port Hedland,AU,2022-05-06 03:03:50,-20.3167,118.5667,82.45,32,0,16.11
261,Progreso,MX,2022-05-06 03:03:50,21.2833,-89.6667,87.91,67,33,9.35
262,Kemijarvi,FI,2022-05-06 03:03:51,66.7131,27.4306,31.48,97,64,5.97
263,Padang,ID,2022-05-06 03:03:51,-0.9492,100.3543,86.05,80,100,4.16
264,Airai,TL,2022-05-06 03:02:09,-8.9266,125.4092,70.36,74,63,3.58
265,Batemans Bay,AU,2022-05-06 03:03:52,-35.7167,150.1833,61.11,36,0,9.33
266,Starozhilovo,RU,2022-05-06 03:03:52,54.2254,39.916,32.04,58,35,5.08
267,Beloha,MG,2022-05-06 03:03:53,-25.1667,45.05,67.87,81,7,9.13
268,Mahina,PF,2022-05-06 03:03:53,-17.5065,-149.489,78.57,83,40,9.22
269,Teya,RU,2022-05-06 03:03:54,60.3778,92.6267,50.52,55,61,2.24
270,Acarau,BR,2022-05-06 03:03:54,-2.8856,-40.12,75.72,90,48,10.85
271,Sao Jose Da Coroa Grande,BR,2022-05-06 03:03:55,-8.8978,-35.1478,77.99,82,100,8.79
272,Caravelas,BR,2022-05-06 03:03:55,-17.7125,-39.2481,78.82,83,1,10.33
273,Lavumisa,SZ,2022-05-06 03:04:56,-27.31,31.892,59.05,91,0,3.15
274,Kaseda,JP,2022-05-06 03:04:56,31.4167,130.3167,67.44,89,100,12.1
275,Ulladulla,AU,2022-05-06 03:04:57,-35.35,150.4667,61.77,36,0,9.98
276,Dolores,AR,2022-05-06 03:04:57,-36.3132,-57.6792,51.96,83,80,7.4
277,Yakima,US,2022-05-06 03:04:57,46.4665,-120.6678,57.13,62,0,12.66
278,Imeni Poliny Osipenko,RU,2022-05-06 03:04:58,52.4201,136.4853,34.63,98,100,12.01
279,College,US,2022-05-06 03:04:58,64.8569,-147.8028,51.58,66,75,4.61
280,Mogadishu,SO,2022-05-06 03:04:59,2.0371,45.3438,80.8,81,80,13.53
281,Fairbanks,US,2022-05-06 03:03:28,64.8378,-147.7164,52.09,65,100,1.01
282,Port-Gentil,GA,2022-05-06 03:00:36,-0.7193,8.7815,79.45,86,100,6.02
283,Manaure,CO,2022-05-06 03:05:00,11.7751,-72.4445,82.47,74,100,15.32
284,Pomichna,UA,2022-05-06 03:05:00,48.2422,31.4158,40.64,74,7,7.76
285,Bowen,AU,2022-05-06 03:05:01,-20.0167,148.2333,79.07,75,84,9.37
286,Ladushkin,RU,2022-05-06 03:05:01,54.5703,20.171,44.76,90,90,5.53
287,Callaguip,PH,2022-05-06 03:05:02,18.0714,120.4867,85.53,71,15,9.15
288,Margate,GB,2022-05-06 03:05:02,51.3813,1.3862,54.7,76,19,1.01
289,Severomuysk,RU,2022-05-06 03:05:03,56.1481,113.4267,25.05,77,87,6.06
290,Perevolotskiy,RU,2022-05-06 03:05:04,51.8763,54.1938,37.31,60,26,14.7
291,Soloneshnoye,RU,2022-05-06 03:05:04,51.6544,84.3197,63.05,38,2,4.79
292,Touros,BR,2022-05-06 03:05:05,-5.1989,-35.4608,76.73,92,100,9.51
293,Brae,GB,2022-05-06 03:05:05,60.3964,-1.353,49.75,97,100,21.27
294,Morant Bay,JM,2022-05-06 03:05:06,17.8815,-76.4093,82.02,85,17,7.47
295,Alamosa,US,2022-05-06 03:05:06,37.4695,-105.87,55.38,16,0,5.75
296,Vestmanna,FO,2022-05-06 03:05:07,62.1564,-7.1664,45.52,93,100,18.41
